RUBRO,NOMBRE FANTASIA,DIRECCION,N§,LOCALIDAD,DEPARTAMENTO,TELEFONOS,CLASE,CATEGORIA,ESTADO,HABIT.,PLAZAS,TITULAR,E-MAIL
ALOJAMIENTO,CHILL INN,AV.ARISTIDES VILLANUEVA,385,CIUDAD,CAPITAL,4201744,ALOJAMIENTO,SIN CATEGORIZAR,E/T,9,30,"BENITES, JUAN Y LAGOS, MATIAS",mendozachillinn@gmail.com
ALOJAMIENTO,COMPLEJO CHARCAS,CHARCAS,4050,VILLA NUEVA,GUAYMALLEN,156903021,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"GIL, MATIAS HERNAN",
ALOJAMIENTO,CASA LA GALEANA,VIAMONTE,4134,CHACRAS DE CORIA,LUJAN DE CUYO,4965974,ALOJAMIENTO,SIN CATEGORIZAR,E/T,9,20,TRASLASIERRA S.A.,gerencia@casalagaleana.com
ALOJAMIENTO,JAQUE MATE,OLASCOAGA,780,CIUDAD,CAPITAL,4238984,HOSTEL,HOSTEL,INSCRIPTO,9,48,CALDENIA & CIA S.A.,
ALOJAMIENTO,LA ESPERANZA,AVELLANEDA,263,CIUDAD,CAPITAL,4427978,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"FERNANDEZ, ALBERTO GABRIEL",
ALOJAMIENTO,CABA¥A VICTORIA,EJERCITO DE LOS ANDES,300,RAMA CAIDA,SAN RAFAEL,0260-4547319,ALOJAMIENTO,SIN CATEGORIZAR,E/T,1,4,"PIAZZE, MELISA",mlpiazze@yahoo.com.ar
ALOJAMIENTO,TIERRASOLES,ALSINA,245,CIUDAD,SAN RAFAEL,0260-4433449,ALOJAMIENTO,SIN CATEGORIZAR,E/T,7,40,"TOLEDO, FERNANDO MIGUEL",info@tierrasoles.com.ar
ALOJAMIENTO,HOTEL BALLOFFET,BALLOFFET,326,CIUDAD,SAN RAFAEL,0260-4429916,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"ARRIBAS, ANA MARIA",anamariaarribas@hotmail.com
ALOJAMIENTO,ROSELL BOHER LODGE,SERVIDUMBRE DE PASO S/N SALIDA A RUTA 86 & RUTA7,S/N,ALTO AGRELO,LUJAN DE CUYO,261-4178267,LODGE,LODGE,INSCRIPTO,7,16,ESTANCIA DON BLAS S.A.,reservas@rosellboherlodge.com
ALOJAMIENTO,CABA¥AS SOLEDAD,"M""B""-C11 VILLA POTRERILLOS",,POTRERILLOS,LUJAN DE CUYO,155057731,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,10,"VILLASECA VARGAS, SOLEDAD",cabanas.soledad@yahoo.com.ar
ALOJAMIENTO,AMALAR CABA¥AS,CTE.RODRIGUEZ OESTE,620,CIUDAD,MALARGUE,0260-4405445,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,ALTO AMALAR S.A.,
ALOJAMIENTO,AONIKENK,QUIROGA,400,RAMA CAIDA,SAN RAFAEL,0260-4441270,ALOJAMIENTO,SIN CATEGORIZAR,E/T,5,22,"MARTINEZ, BERNANRDO LUIS",
ALOJAMIENTO,POSADA LA OMA,RUTA 40 N.,KM.83,EL TOTOTAL,TUNUYAN,02622-424270,ALOJAMIENTO,SIN CATEGORIZAR,E/T,10,16,"FLACH, CARINA INES",info@posadalaoma.com
ALOJAMIENTO,HOSTEL LAS LE¥AS,RUTA PROV.222,KM.48,LAS LE¥AS,MALARGUE,0260-471100,ALOJAMIENTO,SIN CATEGORIZAR,E/T,10,72,VALLE DE LAS LE¥AS S.A.,dvalentin@laslenas.com
ALOJAMIENTO,COMPLEJO LA FINCA,CUBILLOS,4035,RAMA CAIDA,SAN RAFAEL,260-4530844,ALOJAMIENTO,SIN CATEGORIZAR,E/T,5,16,"FALABELLA, CLAUDIO",info@complejolafinca.com
ALOJAMIENTO,AMUKAN,9 DE JULIO,1336,CIUDAD,SAN RAFAEL,,ALOJAMIENTO,SIN CATEGORIZAR,E/T,20,20,"GARCIA COELHO, HERNAN",hernan-coelho@hotmail.com
ALOJAMIENTO,VILLA SANTA CLARA DEL ATUEL,RUTA 173,"KM.12,5",EL NIHUIL,SAN RAFAEL,260-4308092,ALOJAMIENTO,SIN CATEGORIZAR,E/T,29,145,ASOC.CIVIL SANTA CLARA DE ASIS,info@villasantaclara.net
ALOJAMIENTO,LAGARES,CORRIENTES,213,CIUDAD,CAPITAL,4234727,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,28,"TABOADA, ADRIANA LETICIA",info@hostellagares.com.ar
ALOJAMIENTO,LAVALLE,DR.MORENO,10,CIUDAD,LAVALLE,0261-4941134,ALOJAMIENTO,SIN CATEGORIZAR,E/T,15,45,"SICOLI, ALFREDO DOMINGO",
ALOJAMIENTO,TARDECITAS DEL ATUEL,LA BODEGA,800,RAMA CAIDA,SAN RAFAEL,0260-4504933,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,8,"SIGRAND, LILIANA MONICA",tardecitasdelaatuel@hotmail.com
ALOJAMIENTO,HOTEL REGIONAL,AV.MITRE,40,CIUDAD,SAN RAFAEL,0260-4429938,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,JUAN JOSE Y CAROLINA DOMINGUEZ S.H.,reservas@hotel-regional.com
ALOJAMIENTO,AYRES DE UCO,RUTA 19,,LOS CHACAYES,TUNUYAN,0261-155172614,ALOJAMIENTO,SIN CATEGORIZAR,E/T,4,18,"AROSTEGUY, MARIA FERNANDA",ferarosteguy@gmail.com
ALOJAMIENTO,816 B&B,OLASCOAGA,816,CIUDAD,CAPITAL,4298084,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,8,"PEREZ VILLADERDE, ANA BELEN",
ALOJAMIENTO,OTRO MUNDO,BAIGORRIA,695,DORREGO,GUAYMALLEN,4312003,ALOJAMIENTO,SIN CATEGORIZAR,E/T,5,16,"RICCO, ADRIANA MONICA",hostelotromundomza@gmail.com
ALOJAMIENTO,CASA DE UCO,RUTA PROV.94,"KM 14,5",LOS CHACAYES,TUNUYAN,261-4769831,ALOJAMIENTO,SIN CATEGORIZAR,E/T,16,35,BODEGA CASA DE UCO S.A.,
ALOJAMIENTO,UVAS DE LA COLONIA,MARZOLINA SUR,252,OESTE,GRAL.ALVEAR,2625-15572774,ALOJAMIENTO,SIN CATEGORIZAR,E/T,2,8,"ARANCIBIA, GABRIELA",
ALOJAMIENTO,CABA¥AS LAS MADRIGUERAS,CALLE L Y MARZOLINA,S/N,CIUDAD,GRAL.ALVEAR,02625-15572386,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,42,"FLORES, LAURA",
ALOJAMIENTO,HIPOLITO HOSTEL,HIPOLITO IRIGOYEN,263,CIUDAD,SAN RAFAEL,260-4438365,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"MESA, MARISEL EDITH",
ALOJAMIENTO,EL PUEBLO ESCONDIDO,CUBILLOS,4035,RAMA CAIDA,SAN RAFAEL,,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,33,"FALABELLA, ROBERTO",info@elpuebloescondido.com.ar
ALOJAMIENTO,CABA¥AS LA COSECHA,CUBILLOS,6165,RAMA CAIDA,SAN RAFAEL,0260-4418312,ALOJAMIENTO,SIN CATEGORIZAR,E/T,2,10,"ROCA, ADA KARINA",
ALOJAMIENTO,SEGUNDO ROMA,9 DE JULIO E HIPOLITO IRIGOYEN,,VILLA NUEVA,LA PAZ,0261-153004001,ALOJAMIENTO,SIN CATEGORIZAR,E/T,7,21,"ALLEGRANZI, WALTER DANIEL",
ALOJAMIENTO,TERRAZAS DE ENCALADA,RUTA PROV.82,KM.29,SIERRAS DE ENCALADA,LAS HERAS,4218066,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"GONZALEZ, FABIAN CLAUDIO",
ALOJAMIENTO,COMPLEJO BARRAQUERO,NATALIO SEGURA,1803,CIUDAD,GODOY CRUZ,261-4548910,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"ARMENDARIZ, FERNANDO LUIS",
ALOJAMIENTO,NERUDA,GUTIERREZ,375,CIUDAD,CAPITAL,156826533,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"SAINVENA, ISABEL NUNCIA",
ALOJAMIENTO,TALU,BLAS PARERA,1540,CIUDAD,SAN RAFAEL,260-4619229,ALOJAMIENTO,SIN CATEGORIZAR,E/T,7,18,SIN RESERVA S.R.L.,j.marcheroni@yahoo.com.ar
ALOJAMIENTO,AZALEA,LAS VIRGENES,2882,LAS PAREDES,SAN RAFAEL,260-4574773,ALOJAMIENTO,SIN CATEGORIZAR,E/T,21,126,AZALEA S.A.,lucianocalderon120@hotmail.com
